Title,Price,Location,Year,Link,Mileage,Fuel,Engine,Transmission,Last_updated,Image_url
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 30.5 lacs,Multan,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-multan-9977320,"155,000 km",Petrol,1300 cc,Manual,Updated 19 days ago,https://cache4.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2015-119993599.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 26.5 lacs,Dera ismail khan,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-dera-ismail-khan-9977058,"256,850 km",Petrol,1300 cc,Manual,Updated 19 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2013-119990040.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 34 lacs,Multan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-multan-9977048,"120,000 km",Petrol,1300 cc,Manual,Updated 19 days ago,https://cache4.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2016-119989948.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 40 lacs,Peshawar,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-peshawar-9863149,"120,000 km",Petrol,1300 cc,Automatic,Updated 19 days ago,https://cache1.pakwheels.com/ad_pictures/1182/toyota-corolla-gli-vvti-automatic-2016-118211862.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 24.75 lacs,Sadiqabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-sadiqabad-9976854,"98,000 km",Petrol,1300 cc,Manual,Updated 19 days ago,https://cache3.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2013-119987129.webp
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi,PKR 26.7 lacs,Dera ismail khan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-dera-ismail-khan-9976745,"280,000 km",Petrol,1300 cc,Manual,Updated 19 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-limited-edition-2014-119985373.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 29 lacs,Islamabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-9976501,"185,000 km",Petrol,1300 cc,Manual,Updated 19 days ago,https://cache4.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2014-119981349.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.5 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9972750,"110,000 km",Petrol,1300 cc,Manual,Updated 19 days ago,https://cache1.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2015-119921467.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 30.5 lacs,Mansehra,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-mansehra-9975482,"146,500 km",Petrol,1600 cc,Automatic,Updated 19 days ago,https://cache3.pakwheels.com/ad_pictures/1199/toyota-corolla-1-6-gli-automatic-2013-119963699.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 45 lacs,Rawalpindi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rawalpindi-9974584,"33,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache4.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2016-119948810.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35 lacs,Rawalpindi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rawalpindi-9974433,"300,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache3.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2016-119945817.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 33.9 lacs,Faisalabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-faisalabad-9974207,"165,425 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache3.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2016-119942111.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 37 lacs,Lahore,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9974119,"110,000 km",Petrol,1300 cc,Automatic,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-automatic-2016-119940695.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9752847,"195,000 km",Petrol,1300 cc,Automatic,Updated 20 days ago,https://cache1.pakwheels.com/ad_pictures/1165/toyota-corolla-gli-vvti-automatic-2015-116514561.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9973580,"232,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache4.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2015-119932933.webp
Toyota Corolla  2013 GLi Automatic Limited Edition 1.6 VVTi,PKR 34.5 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-9971732,"212,000 km",Petrol,1600 cc,Automatic,Updated 20 days ago,https://cache3.pakwheels.com/ad_pictures/1199/toyota-corolla-1-6-gli-dual-vvti-automatic-limited-edition-2013-119940964.webp
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi,PKR 33.5 lacs,Tandiliyawala,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-tandiliyawala-9735711,"280,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1162/toyota-corolla-gli-vvti-limited-edition-2014-116256960.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 40 lacs,Faisalabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-faisalabad-9973243,"128,000 km",Petrol,1300 cc,Automatic,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-automatic-2016-119928730.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 30.75 lacs,Lahore,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-9973239,"160,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2013-119928067.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 32.5 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-9972894,"200,000 km",Petrol,1600 cc,Automatic,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-1-6-gli-automatic-2013-119923460.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 30.5 lacs,Multan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-multan-9972799,"150,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache4.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2014-119922161.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 22 lacs,Karachi,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-9972742,"250,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache1.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2013-119921380.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 42 lacs,Sambrial,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-sambrial-9972585,"80,396 km",Petrol,1300 cc,Automatic,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-automatic-2016-119918905.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 25.5 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-9972541,170 km,Petrol,1300 cc,Manual,Updated 20 days ago,https://cache3.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2013-119918197.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 44 lacs,Peshawar,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-peshawar-9972430,"151,570 km",Petrol,1300 cc,Automatic,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-automatic-2016-119916608.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 38.5 lacs,Mardan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-mardan-9972341,"193,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache1.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-2016-119914957.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9972225,1 km,Petrol,1300 cc,Manual,Updated 20 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-altis-1-8-grande-2015-119913145.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 42.5 lacs,Sargodha,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-sargodha-9971801,123 km,Petrol,1300 cc,Automatic,Updated 20 days ago,https://cache1.pakwheels.com/ad_pictures/1199/toyota-corolla-altis-1-6-automatic-2016-119905035.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 39 lacs,Lala musa,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lala-musa-9971488,"315,000 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache3.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2014-119899866.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 33.5 lacs,Lahore,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9971401,"234,500 km",Petrol,1300 cc,Manual,Updated 20 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119898568.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 42 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9971157,"144,000 km",Petrol,1300 cc,Automatic,Updated 20 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-automatic-2015-119894792.webp
Toyota Corolla  2013 GLi Limited Edition 1.3 VVTi,PKR 35.2 lacs,Kohat,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-kohat-9970925,"120,200 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache3.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-limited-edition-2013-119890405.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 39 lacs,Islamabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-9970913,"222,077 km",Petrol,1300 cc,Automatic,Updated 21 days ago,https://cache3.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-automatic-2015-119890919.webp
Toyota Corolla  2014 GLi Automatic 1.3 VVTi,PKR 31.5 lacs,Karachi,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-9970745,"93,000 km",Petrol,1300 cc,Automatic,Updated 21 days ago,https://cache3.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-automatic-2014-119887320.webp
Toyota Corolla  2014 GLi Automatic 1.3 VVTi,PKR 35 lacs,Multan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-multan-9970619,"194,000 km",Petrol,1300 cc,Automatic,Updated 21 days ago,https://cache4.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-automatic-2014-119885851.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 40 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-9970241,"82,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119879147.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 36 lacs,Rawalpindi,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-rawalpindi-9969905,"97,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache4.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2014-119874108.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35.6 lacs,Toba Tek Singh,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-toba-tek-singh-9969805,"180,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119872651.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.75 lacs,Sargodha,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-sargodha-9969780,"141,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119872246.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32.5 lacs,Fateh pur,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-fateh-pur-9969744,"255,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache4.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2015-119871880.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 35.6 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-9868148,"86,000 km",Petrol,1300 cc,Automatic,Updated 21 days ago,https://cache3.pakwheels.com/ad_pictures/1182/toyota-corolla-gli-vvti-automatic-2016-118288385.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.95 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-9969564,"85,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache1.pakwheels.com/ad_pictures/1203/toyota-corolla-gli-vvti-2016-120383257.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.5 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9969486,"89,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache4.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2015-119868267.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 31 lacs,Faisalabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-faisalabad-9969433,10 km,Petrol,1600 cc,Automatic,Updated 21 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-1-6-gli-automatic-2013-119867334.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 28 lacs,Jauharabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-jauharabad-9969057,"180,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2013-119862152.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 39.25 lacs,Alipur Chatta,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-alipur-chatta-9969052,"129,000 km",Petrol,1300 cc,Automatic,Updated 21 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-automatic-2016-119862246.webp
Toyota Corolla  2014 GLi Automatic Limited Edition 1.6 VVTi,PKR 31.5 lacs,Lahore,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-9968845,"180,000 km",Petrol,1600 cc,Automatic,Updated 21 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-1-6-gli-dual-vvti-automatic-limited-edition-2014-119859330.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9967944,1 km,Petrol,1300 cc,Manual,Updated 21 days ago,https://cache4.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2015-119844827.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 35.5 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9809109,"103,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache2.pakwheels.com/ad_pictures/1173/toyota-corolla-gli-vvti-2015-117367324.webp
Toyota Corolla  2013 GLi Limited Edition 1.3 VVTi,PKR 28.6 lacs,Mandi bahauddin,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-mandi-bahauddin-9967441,"150,000 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache3.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-limited-edition-2013-119836623.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35 lacs,Pind Dadan Khan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-pind-dadan-khan-9967258,"171,400 km",Petrol,1300 cc,Manual,Updated 21 days ago,https://cache3.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119833799.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 41.5 lacs,Hyderabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-hyderabad-9966387,"38,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache3.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2015-119818741.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 29 lacs,Mandi bahauddin,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-mandi-bahauddin-9966366,"220,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2013-119818167.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 34 lacs,Rawalpindi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rawalpindi-9966352,"200,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119818130.webp
Toyota Corolla  2014 GLi Automatic Limited Edition 1.6 VVTi,PKR 32.8 lacs,Lahore,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-9966346,"200,000 km",Petrol,1600 cc,Automatic,Updated 22 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-1-6-gli-dual-vvti-automatic-limited-edition-2014-119817979.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.5 lacs,Gujranwala,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-gujranwala-9965850,"114,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache4.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119808522.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9965849,"142,000 km",Petrol,1500 cc,Automatic,Updated 22 days ago,https://cache1.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-automatic-2015-119808056.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 31.5 lacs,Shahdara,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-shahdara-9965783,"132,500 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2015-119806978.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 37 lacs,Khushab,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-khushab-9965623,"187,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-2016-119804238.webp
Toyota Corolla  2013 GLi Limited Edition 1.3 VVTi,PKR 32.5 lacs,Nowshera,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-nowshera-9965450,1 km,Petrol,1300 cc,Manual,Updated 22 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-gli-vvti-limited-edition-2013-119801851.webp
Toyota Corolla  2014 GLi Automatic 1.6 VVTi,PKR 32.9 lacs,Islamabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-9965445,"165,000 km",Petrol,1600 cc,Automatic,Updated 22 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-1-6-gli-automatic-2014-119801766.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 36 lacs,Gujar Khan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-gujar-khan-9965279,"140,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache3.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-2014-119799203.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34.5 lacs,Jhelum,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-jhelum-9965209,"135,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache4.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-2015-119798377.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 35.8 lacs,Islamabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-9831168,"123,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache2.pakwheels.com/ad_pictures/1177/toyota-corolla-gli-vvti-2015-117710806.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 45 lacs,Dera ismail khan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-dera-ismail-khan-9964216,"119,151 km",Petrol,1300 cc,Automatic,Updated 22 days ago,https://cache3.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-automatic-2016-119784116.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 32.5 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-9964006,"98,000 km",Petrol,1300 cc,Automatic,Updated 22 days ago,https://cache1.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-automatic-2016-119780449.webp
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi,PKR 28 lacs,D.G.Khan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-dgkhan-9963907,"200,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache4.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-limited-edition-2014-119778849.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 36 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9590139,"66,000 km",Petrol,1300 cc,Automatic,Updated 22 days ago,https://cache3.pakwheels.com/ad_pictures/1140/toyota-corolla-gli-vvti-automatic-2015-114064837.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 31 lacs,Jhang,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-jhang-9823616,"180,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache3.pakwheels.com/ad_pictures/1175/toyota-corolla-gli-vvti-2014-117589277.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 35.5 lacs,Chowha saidan shah,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-chowha-saidan-shah-9963427,"238,280 km",Petrol,1300 cc,Automatic,Updated 22 days ago,https://cache1.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-automatic-2016-119770773.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 29 lacs,Islamabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-9796915,"200,000 km",Petrol,1300 cc,Manual,Updated 22 days ago,https://cache4.pakwheels.com/ad_pictures/1171/toyota-corolla-gli-vvti-2014-117183672.webp
Toyota Corolla  2014 GLi Automatic 1.3 VVTi,PKR 32.5 lacs,Karachi,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-9963007,"113,000 km",Petrol,1300 cc,Automatic,Updated 22 days ago,https://cache3.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-automatic-2014-119763605.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 30 lacs,Faisalabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-faisalabad-9961749,"187,000 km",Petrol,1600 cc,Automatic,Updated 23 days ago,https://cache1.pakwheels.com/ad_pictures/1197/toyota-corolla-1-6-gli-automatic-2013-119741718.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.75 lacs,Multan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-multan-9962542,"108,000 km",Petrol,1300 cc,Manual,Updated 23 days ago,https://cache1.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-2016-119755383.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 37.5 lacs,Sargodha,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-sargodha-9962106,"170,000 km",Petrol,1300 cc,Manual,Updated 23 days ago,https://cache3.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-2015-119748346.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 38 lacs,Rahim Yar Khan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rahim-yar-khan-9962097,"95,000 km",Petrol,1300 cc,Automatic,Updated 23 days ago,https://cache1.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-automatic-2016-119748281.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.25 lacs,Faisalabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-faisalabad-9708111,"166,000 km",Petrol,1300 cc,Manual,Updated 23 days ago,https://cache2.pakwheels.com/ad_pictures/1158/toyota-corolla-gli-vvti-2016-115827970.webp
Toyota Corolla  2014 GLi Automatic 1.3 VVTi,PKR 38 lacs,Dina,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-dina-9961583,"100,500 km",Petrol,1300 cc,Automatic,Updated 23 days ago,https://cache2.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-automatic-2014-119739190.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34.75 lacs,Sahiwal,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-sahiwal-9961488,"165,000 km",Petrol,1300 cc,Manual,Updated 23 days ago,https://cache4.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-2015-119737947.webp
